date,F107,Mag,Xbg,FI_max_smooth,FI_max_jitter
1998/1/1,101.6,6,1.60E-07,12.557605873495204,-1.557605873
1998/1/2,101,3,2.20E-07,10.820713722771316,1.1792862772286838
1998/1/3,101.1,2,4.10E-07,9.21772956328699,17.78227043671301
1998/1/4,90.7,2,1.20E-07,7.748653395042226,-7.078653395
1998/1/5,89.3,2,7.80E-08,6.413485218037024,-5.213485218
1998/1/6,87,2,5.50E-08,5.212225032271383,-5.212225022
1998/1/7,84.9,0,4.10E-08,4.1448728377453055,-4.144872828
1998/1/8,82.2,0,2.80E-08,3.2114286344587875,-3.211428624
1998/1/9,81.6,0,2.00E-08,2.4118924224118334,-2.411892412
1998/1/10,80.7,1,1.20E-08,1.746264201604438,-0.786264202
1998/1/11,84.8,4,1.20E-08,1.2145439720365954,-0.634543972
1998/1/12,95.8,6,9.40E-08,0.8904936282641254,3.6095063717358746
1998/1/13,90.4,6,2.20E-07,0.823072901882956,0.47692709811704403
1998/1/14,93.9,5,1.10E-07,2.385609677263777,1.7143903227362225
1998/1/15,97.8,5,3.20E-07,1.6813010790781049,8.318698920921895
1998/1/16,97.5,8,1.70E-07,1.7872997706930107,-1.247299771
1998/1/17,95.9,9,1.20E-07,2.143530565040832,-1.663530565
1998/1/18,95.1,5,9.20E-08,2.33122262145142,-1.991222621
1998/1/19,93.5,7,9.40E-08,2.367198430967602,-1.977198431
1998/1/20,91.4,4,9.20E-08,2.3903465192840447,-0.890346519
1998/1/21,90.9,2,7.10E-08,2.366740765884241,-1.866740766
1998/1/22,93,3,6.10E-08,2.190768225920203,-1.820768226
1998/1/23,96.9,4,9.70E-08,2.2039522730434458,-1.713952273
1998/1/24,97.5,6,1.20E-07,1.9907388046060512,-1.990738795
1998/1/25,108.3,10,1.10E-07,1.933380190663587,11.066619809336412
1998/1/26,100,9,1.40E-07,2.4819908471330137,2.9180091528669867
1998/1/27,100.8,8,1.20E-07,2.4090356332395855,-1.969035633
1998/1/28,96.6,8,8.30E-08,2.269437725590029,-1.169437726
1998/1/29,93.6,8,7.40E-08,2.027208238927724,-0.227208239
1998/1/30,91,3,1.00E-07,1.7440143847596996,-1.404014385
1998/1/31,89.4,3,5.20E-08,1.5133148097024949,-1.39331481
1998/2/1,90.7,2,4.40E-08,1.15123896782607,-1.021238968
1998/2/2,89.1,2,5.30E-08,0.7011212821444816,0.06887871785551847
1998/2/3,88.8,3,4.90E-08,0.2129715597842402,0.1570284402157598
1998/2/4,89.1,2,4.40E-08,-0.411922196,1.0719221957371632
1998/2/5,85.5,3,6.50E-08,0.02140568920889148,-0.021405679
1998/2/6,84.2,3,2.60E-08,0.1445995433932636,0.16540045660673638
1998/2/7,83.1,2,2.60E-08,0.08526315890486957,0.17473684109513044
1998/2/8,83.6,3,3.60E-08,0.01653154718535444,0.6534684528146456
1998/2/9,83.7,3,3.80E-08,0.3879764637103572,0.04202353628964278
1998/2/10,83.7,5,4.50E-08,0.6666917299901832,-0.55669173
1998/2/11,86.2,5,3.30E-08,0.9222687157535006,-0.682268716
1998/2/12,90.6,5,5.10E-08,1.094099379156571,-0.614099379
1998/2/13,94.7,4,6.30E-08,1.2796240601797786,-0.98962406
1998/2/14,104.8,5,1.20E-07,1.4844197447662417,-0.634419745
1998/2/15,107.3,5,3.20E-07,1.6905982341581967,0.10940176584180339
1998/2/16,106.8,5,1.70E-07,1.8147041516835303,1.38529584831647
1998/2/17,104.9,5,2.20E-07,1.9285420071918646,0.9714579928081353
1998/2/18,103.3,7,1.20E-07,1.9974338018960152,3.202566198103985
1998/2/19,98.5,4,1.30E-07,1.9732821183392977,-0.873282118
1998/2/20,95.7,5,9.30E-08,1.868094148414487,-0.868094148
1998/2/21,94.8,2,6.80E-08,1.741536449820177,-1.08153645
1998/2/22,95.5,3,7.10E-08,1.5297973193853975,-0.129797319
1998/2/23,99.4,4,2.10E-07,1.1763582870218854,0.6236417129781147
1998/2/24,98.6,5,2.60E-07,1.0576887871853393,-0.057688787
1998/2/25,94.7,4,1.60E-07,1.0436645962732765,-0.183664596
1998/2/26,92.7,4,6.70E-08,1.0720889179470257,-0.312088918
1998/2/27,90.3,5,4.50E-08,1.200415168355654,-0.770415168
1998/2/28,94,4,6.30E-08,1.3916704799901725,-1.27167048
1998/3/1,98.3,6,1.10E-07,1.7395684861850023,-0.539568486
1998/3/2,56.8,6,1.30E-07,1.810997057891441,0.08900294210855897
1998/3/3,96.6,3,2.20E-07,1.582491010408607,0.01750898959139313
1998/3/4,101.7,6,3.20E-07,1.6475972544916395,1.0524027455083607
1998/3/5,96.7,5,5.70E-07,0.3759071598692324,5.224092840130767
1998/3/6,91.7,4,2.10E-07,0.8104609357600403,1.8895390642399599
1998/3/7,91.9,4,2.30E-07,1.7966982683360315,-0.496698268
1998/3/8,91.2,4,1.60E-07,2.3327754178129765,-1.232775418
1998/3/9,90,3,1.40E-07,2.8532592361032596,-1.753259236
1998/3/10,96.3,5,1.50E-07,3.8969271014350517,-3.896927091
1998/3/11,100.7,5,1.00E-07,4.937551488473284,-4.207551488
1998/3/12,101.6,7,1.80E-07,5.2693756139554635,-4.269375614
1998/3/13,104.9,7,1.20E-07,5.0585060486563505,0.7414939513436494
1998/3/14,119.6,9,2.20E-07,6.090983982507266,-3.890983983
1998/3/15,133,12,4.20E-07,7.259454070624281,19.74054592937572
1998/3/16,123.9,6,5.40E-07,7.802033344717113,3.1979666552828867
1998/3/17,125.5,6,6.80E-07,8.064880680235252,-4.46488068
1998/3/18,127,8,3.30E-07,9.623216737525194,0.376783262474806
1998/3/19,124.6,7,3.50E-07,11.02969597882952,0.9703040211704792
1998/3/20,126.5,9,5.00E-07,11.779908466260043,-7.279908466
1998/3/21,125.8,6,4.50E-07,12.09151356652483,-10.69151357
1998/3/22,127.6,7,6.80E-07,11.910859758090703,-0.910859758
1998/3/23,122,7,1.00E-06,11.300578620464037,11.699421379535963
1998/3/24,120.6,7,4.90E-07,10.392356979404882,-2.392356979
1998/3/25,115,7,3.80E-07,9.015060477280024,-3.715060477
1998/3/26,110,6,3.20E-07,9.336914024190774,8.663085975809226
1998/3/27,108.1,7,3.40E-07,8.870503432494148,15.129496567505852
1998/3/28,103.9,7,5.00E-07,8.475031055900496,-3.575031056
1998/3/29,100.3,8,2.20E-07,8.027973193854082,-7.197973194
1998/3/30,107.5,7,1.60E-07,7.919588100686382,-4.419588101
1998/3/31,108.1,7,4.10E-07,7.172039882314377,-5.172039882
1998/4/1,105.7,11,2.20E-07,5.754959136972782,-3.054959137
1998/4/2,103.4,7,3.80E-07,5.092935599869162,-2.7929356
1998/4/3,103.6,7,3.60E-07,5.429303694017573,1.270696305982427
1998/4/4,110.2,4,4.70E-07,4.8810493625367055,1.3189506374632947
1998/4/5,126.2,5,5.90E-07,3.478515854854476,6.521484145145524
1998/4/6,133.4,5,9.50E-07,3.3685289310231603,7.63147106897684
1998/4/7,135.2,8,5.90E-07,4.905256619251317,-3.605256619
1998/4/8,140.6,11,5.00E-07,5.251301077976386,0.44869892202361417
1998/4/9,139.7,11,4.10E-07,5.088506047508914,-2.188506048
1998/4/10,129.7,7,4.20E-07,4.193965348456951,-1.893965348
1998/4/11,128.3,7,3.60E-07,4.214550507463161,0.2854494925368387
1998/4/12,117,7,3.10E-07,4.066861720670094,-3.086861721
1998/4/13,114.8,6,2.70E-07,-2.972366785,4.272366785050628
1998/4/14,111.9,6,3.20E-07,0.11223602658711829,0.44776397341288166
1998/4/15,112.7,5,2.50E-07,3.2946158894834436,6.605384110516557
1998/4/16,106.4,4,4.80E-07,6.662033346299347,2.8379666537006534
1998/4/17,101.3,5,2.70E-07,4.24867930909768,-4.248679299
1998/4/18,98.5,2,4.40E-07,9.374380518643209,-9.374380509
1998/4/19,95.8,2,2.70E-07,10.27738803737481,-9.657388037
1998/4/20,97.7,2,1.70E-07,15.748195490660112,-1.748195491
1998/4/21,92,3,2.90E-07,20.03538084515499,-19.60538085
1998/4/22,87.6,3,1.30E-07,18.348228180624115,-17.71822818
1998/4/23,90.2,3,1.60E-07,24.109843087129427,95.89015691287057
1998/4/24,90.6,2,2.50E-07,29.462147761467367,-20.56214776
1998/4/25,91.9,4,1.70E-07,32.078349134007375,-28.47834913
1998/4/26,90.7,2,1.20E-07,21.060957829136655,-20.79095783
1998/4/27,91.4,4,1.20E-07,30.57880679879981,69.4211932012002
1998/4/28,98.4,10,1.80E-07,37.87720496838454,-37.04720497
1998/4/29,100.5,7,1.70E-07,40.99489048708668,27.00510951291332
1998/4/30,102.5,7,2.90E-07,46.01068649885516,-39.4106865
1998/5/1,113.4,13,2.10E-07,52.66957502451705,-40.66957502
1998/5/2,117,11,3.70E-07,55.59627656096682,54.40372343903318
1998/5/3,117.4,7,2.50E-07,55.564184373977604,-41.56418437
1998/5/4,121.1,7,5.20E-07,63.32054266099939,-60.42054266
1998/5/5,133.4,7,4.00E-07,62.6585943118657,-37.65859431
1998/5/6,130.1,5,1.60E-06,59.25741745668433,210.74258254331568
1998/5/7,123.3,4,2.10E-06,53.22337692056149,-24.22337692
1998/5/8,118,4,8.80E-07,53.62748937561216,-22.62748938
1998/5/9,110.7,3,9.50E-07,46.07377247466424,30.92622752533576
1998/5/10,107.2,4,7.80E-07,42.71461915602748,-3.714619156
1998/5/11,108,5,2.70E-07,34.05995423316066,-33.09995423
1998/5/12,112.1,5,2.90E-07,24.091987577668817,-22.89198758
1998/5/13,116.6,4,2.50E-07,21.362209872781637,-19.76220987
1998/5/14,117.2,7,2.80E-07,12.033589408790279,-9.633589409
1998/5/15,116,3,3.80E-07,0.6951618182543212,1.104838181745679
1998/5/16,117.7,3,4.70E-07,-10.18654789,12.38654789065366
1998/5/17,110.4,3,2.80E-07,0.1004903572540028,0.8495096427459972
1998/5/18,102.2,3,2.70E-07,-2.697956848,3.6179568476331725
1998/5/19,99.2,4,2.20E-07,-7.685191238,12.0851912379077
1998/5/20,91.9,4,3.90E-07,-2.198251061,2.19825107136316
1998/5/21,89,2,1.00E-07,2.000523047806444,-1.630523048
1998/5/22,87.4,2,1.00E-07,3.926155606858393,-3.716155607
1998/5/23,90.3,3,1.10E-07,5.506404054292172,-5.066404054
1998/5/24,95.6,2,1.60E-07,6.788424322517063,-4.988424323
1998/5/25,92.3,3,1.90E-07,7.930464204929599,-7.230464205
1998/5/26,92.5,3,1.50E-07,8.761748938535339,-7.061748939
1998/5/27,94,4,2.40E-07,9.46756783300738,-1.967567833
1998/5/28,98.4,3,1.10E-06,9.614772802163966,1.3852271978360342
1998/5/29,94.9,3,7.90E-07,9.440098071974361,57.55990192802564
1998/5/30,96.1,4,5.30E-07,9.68224910173899,-8.682249102
1998/5/31,94.2,4,2.40E-07,9.309382152575868,-7.309382153
1998/6/1,100.1,3,1.70E-07,7.9489114106994565,-7.948911401
1998/6/2,104.7,4,2.10E-07,7.276341943684102,-6.506341944
1998/6/3,113.1,4,2.40E-07,5.439643676341861,-3.839643676
1998/6/4,111.7,5,2.50E-07,4.816989214099308,-3.816989214
1998/6/5,115,8,4.10E-07,3.8750147125628716,-2.475014713
1998/6/6,115.1,10,2.10E-07,2.1380418454821526,-2.138041835
1998/6/7,113,6,2.20E-07,1.350545931588734,1.8494540684112661
1998/6/8,116.9,7,2.10E-07,0.6540568826184919,4.545943117381508
1998/6/9,112.3,7,2.70E-07,4.974373979382077,-4.364373979
1998/6/10,111.8,6,2.40E-07,5.260921870457588,-3.96092187
1998/6/11,112.4,6,6.40E-07,5.601310886018224,8.398689113981776
1998/6/12,112.2,9,5.30E-07,5.728427591202923,-2.628427591
1998/6/13,110.5,12,4.50E-07,5.824854527897921,13.175145472102079
1998/6/14,101.9,8,4.70E-07,5.722304674759641,-2.722304675
1998/6/15,100.4,6,2.00E-07,5.333550179548794,-3.93355018
1998/6/16,104,5,1.60E-07,5.19981366403719,4.80018633596281
1998/6/17,100.6,5,4.70E-07,4.331523373651456,-3.781523374
1998/6/18,100.1,5,1.30E-07,4.172647924158159,-3.262647924
1998/6/19,98.6,5,1.00E-07,4.057185354691016,-3.207185355
1998/6/20,101.1,5,1.70E-07,3.4207551487413683,0.5792448512586317
1998/6/21,102,5,2.90E-07,2.6115854854527236,0.7884145145472763
1998/6/22,100.5,4,2.30E-07,3.183259235044085,-0.283259235
1998/6/23,95.7,4,1.90E-07,2.403805165086594,-0.503805165
1998/6/24,105.3,5,1.90E-07,3.2444230140568338,0.5555769859431661
1998/6/25,106.2,9,2.40E-07,3.6583000980712117,2.8416999019287883
1998/6/26,109.2,6,3.40E-07,4.298362209872444,-2.19836221
1998/6/27,115.2,8,4.70E-07,5.46908793723431,4.53091206276569
1998/6/28,122,8,3.90E-07,5.85530892448504,-2.955308924
1998/6/29,119.3,8,3.20E-07,6.0249264465510715,-2.624926447
1998/6/30,120.9,9,3.90E-07,6.074011114743291,-1.074011115
1998/7/1,126.8,8,4.70E-07,5.998398169336296,0.8016018306637038
1998/7/2,120.4,8,3.10E-07,6.036645962732831,-4.636645963
1998/7/3,127.6,8,1.20E-06,5.886972866949898,6.113027133050102
1998/7/4,129.1,8,8.20E-07,2.9510951291271224,9.048904870872878
1998/7/5,123.5,9,3.70E-07,3.5861882968289764,3.7138117031710234
1998/7/6,121.1,8,3.10E-07,4.39977116704799,-3.199771167
1998/7/7,114.6,7,2.40E-07,5.147224583197047,-3.747224583
1998/7/8,112.4,4,2.20E-07,6.141046093494516,-4.241046093
1998/7/9,114.3,4,4.40E-07,6.585930042497451,-4.085930042
1998/7/10,109.2,7,2.10E-07,6.836090225563809,-5.636090226
1998/7/11,107.7,7,2.70E-07,6.991307616868155,-2.691307617
1998/7/12,99.3,6,2.30E-07,6.789493298463451,-5.889493298
1998/7/13,106.1,6,2.30E-07,6.453092513893335,-5.703092514
1998/7/14,102.9,6,1.90E-07,6.400084995096343,39.59991500490366
1998/7/15,104.8,9,1.30E-07,7.032824452435333,-0.232824452
1998/7/16,106.2,10,3.20E-07,7.4155116050995975,-0.915511605
1998/7/17,100.3,6,1.70E-07,7.21851585485442,-6.628515855
1998/7/18,99.2,5,1.10E-07,6.748999673095684,-4.048999673
1998/7/19,101.9,4,1.00E-07,6.137051323402982,-4.737051323
1998/7/20,111.8,6,2.20E-07,5.33386400703817,-4.373864007
1998/7/21,110.3,9,4.80E-07,4.034664922958424,-3.344664923
1998/7/22,114.1,10,3.30E-07,2.825560641036245,3.674439358963755
1998/7/23,115.4,8,2.80E-07,1.3552925800359397,0.04470741996406025
1998/7/24,125.2,7,2.70E-07,-0.283419417,8.483419416956517
1998/7/25,121.7,5,2.30E-07,1.9058581250506421,-0.305858125
1998/7/26,119.1,7,2.20E-07,1.9529323325694383,-1.242932333
1998/7/27,119.5,10,2.20E-07,2.0185746995521114,-1.6085747
1998/7/28,121.3,11,2.00E-07,1.630977445678302,-0.730977446
1998/7/29,119.5,7,2.20E-07,0.06888198971232284,-0.06888198
1998/7/30,114.8,5,1.50E-07,-0.886217716,0.8862177260738688
1998/7/31,113.7,8,1.50E-07,0.7157142877835792,2.184285712216421
1998/8/1,112.1,6,1.90E-07,2.065204317074177,1.2347956829258226
1998/8/2,109.6,10,2.40E-07,3.677757438813284,-1.977757439
1998/8/3,108.5,9,3.70E-07,4.318032038094085,-3.748032038
1998/8/4,115.8,5,2.10E-07,4.396162145645571,-3.946162146
1998/8/5,126.8,7,3.10E-07,6.109924812791672,-4.909924813
1998/8/6,138.3,14,3.10E-07,6.30899640435754,-3.508996404
1998/8/7,145,10,5.40E-07,2.053164432602126,2.746835567397874
1998/8/8,146.8,0,5.80E-07,-19.64068977,49.64068976870518
1998/8/9,154.1,9,7.20E-07,-21.50652828,54.50652827777348
1998/8/10,149.2,9,4.90E-07,7.691085322000543,-5.991085322
1998/8/11,150.1,9,5.80E-07,28.809065053938774,-27.40906505
1998/8/12,147,7,4.80E-07,53.95074534161412,-52.65074534
1998/8/13,136.8,19,4.50E-07,73.92436417129672,-64.42436417
1998/8/14,137,12,4.90E-07,86.07726381170191,-55.07726381
1998/8/15,133.4,14,4.60E-07,102.76440013020118,-95.16440013
1998/8/16,139.7,6,6.50E-07,114.98595946362694,-83.98595946
1998/8/17,136.3,9,1.20E-06,122.81631252045915,-2.81631252
1998/8/18,132.6,8,5.10E-07,126.59785877765097,363.4021412223491
1998/8/19,134.6,10,4.50E-06,128.19836547939988,261.80163452060015
1998/8/20,138.6,12,1.60E-06,126.44591369795171,-120.7459137
1998/8/21,132.1,10,5.30E-07,118.99705786285867,-28.99705786
1998/8/22,132.9,10,1.60E-06,107.71139261289153,-105.5113926
1998/8/23,126.4,10,4.00E-07,92.16090225664787,-70.16090226
1998/8/24,121.2,9,4.10E-07,74.15804184479786,25.841958155202136
1998/8/25,122.1,10,4.90E-06,54.908630272405205,-54.90863026
1998/8/26,126.9,13,2.40E-07,30.36209545709011,-29.41209546
1998/8/27,135,10,3.00E-07,3.7701863364138024,-0.770186336
1998/8/28,139.2,12,5.00E-07,-17.74101013,19.54101013310207
1998/8/29,146.5,10,4.80E-07,-5.719679633,11.019679633053206
1998/8/30,163.3,11,7.30E-07,10.43192219746307,2.56807780253693
1998/8/31,178.5,9,1.20E-06,6.444753187803108,8.555246812196891
1998/9/1,177,8,1.50E-06,8.325841778633418,6.674158221366582
1998/9/2,163.4,12,1.10E-06,6.182935599898568,15.817064400101433
1998/9/3,162.7,10,1.00E-06,4.801912389421308,8.198087610578693
1998/9/4,154.7,7,8.70E-07,11.024387054033836,-7.824387054
1998/9/5,154.3,8,1.10E-06,11.105214122262012,-8.905214122
1998/9/6,164.6,10,5.80E-07,10.855688133376761,-6.955688133
1998/9/7,151.2,10,4.70E-07,10.305599869238161,-9.305599869
1998/9/8,153.5,11,5.40E-07,9.229375612945272,-6.729375613
1998/9/9,145.3,12,6.00E-07,7.993471722785108,20.00652827721489
1998/9/10,141.7,8,5.00E-07,6.162824452435346,-1.962824452
1998/9/11,138.6,8,5.40E-07,5.883501144164674,15.116498855835326
1998/9/12,134.9,7,5.70E-07,5.678613926119564,-2.578613926
1998/9/13,130.7,7,3.40E-07,2.492915985616177,5.807084014383824
1998/9/14,121.8,7,2.90E-07,4.695678326250339,-3.495678326
1998/9/15,117.3,5,2.70E-07,6.248489702517071,-4.248489703
1998/9/16,118.7,7,2.80E-07,7.374331480875995,-6.624331481
1998/9/17,117.4,8,3.60E-07,7.9392383131741235,-7.369238313
1998/9/18,122.5,7,3.70E-07,6.355534488394807,-5.885534488
1998/9/19,126.9,9,3.20E-07,7.0415920235369995,-6.361592024
1998/9/20,132.1,8,3.10E-07,8.370800915331682,9.629199084668318
1998/9/21,138.3,8,3.50E-07,10.194092840797497,-7.394092841
1998/9/22,141.1,8,3.50E-07,13.104857796665385,-9.704857797
1998/9/23,143.2,9,5.30E-07,14.511954887217833,56.48804511278217
1998/9/24,135.4,23,4.10E-07,15.850970905524449,-9.850970906
1998/9/25,138.5,13,3.70E-07,16.212667538411008,-13.51266754
1998/9/26,135.6,7,5.30E-07,16.10182412553098,-14.50182413
1998/9/27,127.4,6,4.00E-07,14.110634194180896,-8.110634194
1998/9/28,122.5,9,3.80E-07,13.26438378555064,21.735616214449358
1998/9/29,115.9,7,2.60E-07,12.044203988231272,-5.944203988
1998/9/30,121.5,5,2.80E-07,9.857110166721005,18.142889833278993
1998/10/1,118.8,4,5.80E-07,9.139882314481723,-7.039882314
1998/10/2,112.7,4,2.50E-07,7.033115397188521,-6.313115397
1998/10/3,111.9,3,1.80E-07,4.534586466165345,-4.194586466
1998/10/4,114.8,1,2.00E-07,7.604609349460496,-7.104609349
1998/10/5,117.1,3,2.20E-07,6.80670153644972,-5.986701536
1998/10/6,117,4,2.20E-07,5.572409284079683,-4.852409284
1998/10/7,124.2,6,2.20E-07,3.6382151029747742,19.361784897025224
1998/10/8,124.1,10,2.90E-07,1.1826086956521564,3.3173913043478436
1998/10/9,123.5,7,2.40E-07,2.8064073226544215,-1.206407323
1998/10/10,120.7,5,3.00E-07,2.830598234717186,5.069401765282814
1998/10/11,118.9,4,4.20E-07,5.210460934945985,-3.410460935
1998/10/12,113.9,5,3.10E-07,5.910657077476213,-3.710657077
1998/10/13,118.1,4,3.20E-07,6.3024583197122315,-5.10245832
1998/10/14,119,4,2.20E-07,6.365923504413113,-4.765923504
1998/10/15,131.1,7,2.30E-07,6.110349787512169,-3.510349788
1998/10/16,131,7,4.00E-07,5.6424910101339485,-2.94249101
1998/10/17,135.4,9,3.20E-07,5.002415822164032,4.097584177835968
1998/10/18,125.9,11,1.60E-06,5.957842432167287,18.042157567832714
1998/10/19,117.7,7,3.30E-07,5.9049983654788285,1.1950016345211711
1998/10/20,121.2,7,6.70E-07,5.538489702517081,1.8615102974829192
1998/10/21,118.3,6,7.10E-07,5.539506374632151,-4.239506375
1998/10/22,114.9,6,3.70E-07,4.988198757763902,-3.488198758
1998/10/23,112.5,4,2.20E-07,4.192399476953191,-3.192399477
1998/10/24,110.9,3,2.00E-07,2.9719189277541243,-1.671918928
1998/10/25,107.5,4,2.80E-07,2.1635665250081404,0.03643347499185978
1998/10/26,104.1,4,3.00E-07,-3.014612619,5.014612618502735
1998/10/27,103,1,2.10E-07,-2.020480549,2.4304805491990558
1998/10/28,107.8,2,1.50E-07,-0.765348153,3.065348152991162
1998/10/29,109.5,6,2.30E-07,2.152549852893071,-1.152549853
1998/10/30,111.5,6,2.10E-07,5.849395227198346,-5.349395227
1998/10/31,118.7,5,2.00E-07,8.635027786858323,-7.995027787
1998/11/1,121.4,6,2.70E-07,11.44481856815936,-9.844818568
1998/11/2,126.1,8,2.40E-07,14.030418437397636,-9.630418437
1998/11/3,151.8,8,2.60E-07,16.49143510951267,-6.49143511
1998/11/4,141.4,10,4.80E-07,18.572719843085704,-13.37271984
1998/11/5,152.7,14,2.30E-06,20.17286694998336,63.82713305001664
1998/11/6,140.9,14,1.10E-06,20.734962406014734,-3.734962406
1998/11/7,148.5,14,4.60E-07,21.024995096436434,2.9750049035635655
1998/11/8,152.7,10,1.30E-06,20.86360248447174,6.136397515528259
1998/11/9,162.4,9,1.50E-06,19.923180778031742,-14.62318078
1998/11/10,153.8,8,1.20E-06,18.12600849950938,-0.1260085
1998/11/11,147.1,8,1.30E-06,15.615871199738248,-4.6158712
1998/11/12,141.6,5,1.30E-06,-7.977999346,17.977999346191453
1998/11/13,135.4,6,7.10E-07,-12.18112128,17.28112128146435
1998/11/14,126.5,8,7.00E-07,-4.175318732,6.675318731611576
1998/11/15,126.4,8,4.50E-07,9.40429879045426,-8.20429879
1998/11/16,124.6,5,4.00E-07,27.620954560313418,-19.72095456
1998/11/17,120.8,6,4.00E-07,39.39874141876373,-37.09874142
1998/11/18,114.8,5,2.30E-07,32.64776070611263,-31.64776071
1998/11/19,116.5,4,1.80E-07,52.86856815952847,-52.01856816
1998/11/20,121.5,3,2.30E-07,68.37548218371917,-65.87548218
1998/11/21,121.2,3,4.20E-07,81.71260215756664,-78.51260216
1998/11/22,126.1,3,7.20E-07,91.79676364824971,278.2032363517503
1998/11/23,129.9,4,1.50E-06,98.5877901274912,121.41220987250883
1998/11/24,140.2,5,1.40E-06,101.7999673095768,-1.79996731
1998/11/25,149.5,8,8.40E-07,101.48213468453594,-95.08213468
1998/11/26,156.4,12,5.90E-07,97.63295194507866,-93.63295195
1998/11/27,158.9,12,6.80E-07,90.80874468780513,-74.80874469
1998/11/28,164.8,11,1.40E-06,80.24968944099263,249.75031055900737
1998/11/29,167.8,7,1.20E-06,66.29164759725303,-63.4916476
1998/11/30,163.4,11,8.00E-07,49.247335730630205,-44.34733573
1998/12/1,162.7,11,7.50E-07,28.75439686171909,-23.75439686
1998/12/2,151.7,11,6.00E-07,4.983622099,-3.683622099
1998/12/3,153.1,11,6.50E-07,10.815429879045276,-8.815429879
1998/12/4,148.2,7,5.40E-07,13.52814645308904,-11.72814645
1998/12/5,142.4,7,4.70E-07,11.872932330826893,-10.37293233
1998/12/6,142.3,7,5.00E-07,3.664857796665525,-2.064857797
1998/12/7,153.2,9,5.30E-07,-7.194083034,11.09408303367103
1998/12/8,162,9,5.30E-07,-19.8617849,25.56178489702489
1998/12/9,153.9,8,8.30E-07,1.6079764628963478,4.292023537103653
1998/12/10,133.8,9,6.80E-07,3.780843412879971,-2.380843413
1998/12/11,143.1,17,4.90E-07,6.908270676691627,-3.508270677
1998/12/12,143.3,14,6.00E-07,9.688133376920419,-6.688133377
1998/12/13,144.2,19,5.60E-07,10.992088917946878,-5.492088918
1998/12/14,144.4,12,7.20E-07,12.807224583196934,-5.507224583
1998/12/15,141.6,10,5.10E-07,14.765478914677782,-13.46547891
1998/12/16,140.5,10,4.60E-07,16.601274926446308,-11.20127493
1998/12/17,146.1,9,5.80E-07,18.175645635828438,13.824354364171562
1998/12/18,154.7,7,1.00E-06,17.773357306308988,62.22664269369101
1998/12/19,138,8,8.70E-07,19.25966001961397,-13.75966002
1998/12/20,134.7,10,6.10E-07,19.943184047073913,-1.943184047
1998/12/21,135.3,7,6.30E-07,20.12052958483135,-14.52052958
1998/12/22,128.8,3,5.90E-07,19.411114743379905,-12.51111474
1998/12/23,139.8,5,6.50E-07,18.650964367440068,4.349035632559932
1998/12/24,139.4,6,1.80E-06,17.0469434455702,-0.046943446
1998/12/25,144.4,5,6.70E-07,15.357240928407752,-3.357240928
1998/12/26,144.9,6,8.00E-07,12.609610983981508,-4.809610984
1998/12/27,166.8,17,9.20E-07,9.070186335403593,-5.470186335
1998/12/28,184.4,17,2.50E-06,7.835933311539602,23.164066688460398
1998/12/29,182.8,15,1.20E-06,10.995266426936745,-5.895266427
1998/12/30,179,17,9.90E-07,9.834037267080602,0.16596273291939845
1998/12/31,174.6,13,1.00E-06,9.415763321346708,-4.515763321
1999/1/1,167.2,13,6.30E-07,7.900202680614463,3.0997973193855373
1999/1/2,160.1,13,8.70E-07,5.983040209218611,-3.183040209
1999/1/3,154.5,13,6.70E-07,5.45025171624706,2.7497482837529397
1999/1/4,146.9,9,6.80E-07,3.621811049362483,-0.021811049
1999/1/5,136.5,6,6.60E-07,3.3740176528276717,-1.074017653
1999/1/6,125.8,5,7.00E-07,1.784609349460582,6.215390650539418
1999/1/7,115.1,9,2.10E-06,2.3750310559005854,-1.895031056
1999/1/8,115.5,7,2.30E-07,4.340738803530502,-0.640738804
1999/1/9,114.8,5,2.20E-07,5.814521085321915,-4.814521085
1999/1/10,110.3,5,2.70E-07,5.077352075841704,-4.077352076
1999/1/11,111.9,4,2.00E-07,7.885622752533391,-5.485622753
1999/1/12,112.8,5,5.70E-07,10.345053939195665,-3.445053939
1999/1/13,118.6,8,2.20E-07,12.637567832624855,-5.737567833
1999/1/14,136.9,5,4.40E-07,14.94730957829334,15.05269042170666
1999/1/15,142.6,11,5.50E-07,15.411219352729423,-2.411219353
1999/1/16,158.5,7,6.60E-07,16.95734553775719,19.04265446224281
1999/1/17,161.4,7,7.40E-07,18.7448577966653,-12.8448578
1999/1/18,170.9,8,9.20E-07,19.597947041516548,0.402052958483452
1999/1/19,175.9,20,1.00E-06,19.935835240274308,-12.33583524
1999/1/20,238.8,13,1.00E-06,19.41276560967608,32.58723439032392
1999/1/21,175.3,10,6.10E-06,18.09261850277842,-12.9926185
1999/1/22,177.9,14,1.80E-06,15.975864661653901,-1.975864662
1999/1/23,165.9,15,1.20E-06,13.806779993461712,-8.206779993
1999/1/24,161.8,13,1.00E-06,11.092020268061296,-5.592020268
1999/1/25,138.1,6,1.70E-06,9.721981039555267,16.278018960444733
1999/1/26,133.2,4,1.10E-06,7.598917946482398,0.301082053517602
1999/1/27,125.4,5,4.20E-07,7.282602157319278,-3.382602157
1999/1/28,118.8,3,7.40E-07,4.975178162827648,-4.095178163
1999/1/29,117.7,2,2.40E-07,3.5667930699051453,-2.36679307
